"","geneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"1090","g11157.t1",5.55949589147124,5.86486184783354,1.51411560006528,3.87345711752833,0.000107302294346047,0.00597767538793801,"7159.AAEL004091-PA",1.07e-20,94.7,"KOG4294@1|root,KOG4294@2759|Eukaryota,39ZFY@33154|Opisthokonta,3B9FH@33208|Metazoa,3CYGK@33213|Bilateria,41X6F@6656|Arthropoda,3SJ4X@50557|Insecta,44YWK@7147|Diptera,45GSX@7148|Nematocera","33208|Metazoa","P","Belongs to the amiloride-sensitive sodium channel (TC 1.A.6) family","-","GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005272,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006950,GO:0007600,GO:0007610,GO:0007626,GO:0007638,GO:0008150,GO:0008324,GO:0008345,GO:0009581,GO:0009582,GO:0009605,GO:0009612,GO:0009628,GO:0015075,GO:0015077,GO:0015081,GO:0015267,GO:0015276,GO:0015280,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0019233,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0030001,GO:0030424,GO:0030425,GO:0030537,GO:0031224,GO:0031252,GO:0031253,GO:0031256,GO:0032501,GO:0032589,GO:0032590,GO:0033555,GO:0034220,GO:0035178,GO:0035179,GO:0035725,GO:0036477,GO:0042995,GO:0043005,GO:0043025,GO:0044297,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044736,GO:0046873,GO:0048265,GO:0048266,GO:0048519,GO:0048521,GO:0050789,GO:0050795,GO:0050877,GO:0050896,GO:0050906,GO:0050954,GO:0050966,GO:0050974,GO:0050975,GO:0050982,GO:0051179,GO:0051234,GO:0051606,GO:0055085,GO:0060259,GO:0065007,GO:0071944,GO:0097447,GO:0097458,GO:0098590,GO:0098655,GO:0098660,GO:0098662,GO:0099094,GO:0120025,GO:0120038,GO:2000252","-","ko:K03440","-","-","-","-","ko00000,ko04040","1.A.6.1.4,1.A.6.2,1.A.6.4,1.A.6.5","-","-","ASC"
"1097","g11163.t1",32.3355435750078,6.29478390907334,1.48474334944814,4.23964445532828,2.23874090091883e-05,0.00187531318094486,"34740.HMEL012151-PA",1.04e-156,482,"COG0464@1|root,KOG0740@2759|Eukaryota,38EB6@33154|Opisthokonta,3C6TY@33208|Metazoa,3DMTD@33213|Bilateria,42748@6656|Arthropoda,3SWXT@50557|Insecta,443YD@7088|Lepidoptera","33208|Metazoa","O","ATP binding","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1129","g11194.t1",723.057188041745,-3.32389058690985,0.890484302936356,-3.73267734866227,0.000189455214097991,0.00905911682078562,"7091.BGIBMGA008015-TA",0,1350,"COG0308@1|root,KOG1046@2759|Eukaryota,39XH0@33154|Opisthokonta,3BKME@33208|Metazoa,3D5WP@33213|Bilateria,41WH0@6656|Arthropoda,3SH8N@50557|Insecta,441DS@7088|Lepidoptera","33208|Metazoa","O","Peptidase family M1 domain","-","GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0008270,GO:0009056,GO:0009987,GO:0016787,GO:0019538,GO:0033218,GO:0034641,GO:0042277,GO:0043167,GO:0043169,GO:0043170,GO:0043171,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0070006,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575","-","-","-","-","-","-","-","-","-","-","ERAP1_C,Peptidase_M1"
"1141","g11206.t1",7216.16443962456,-2.46045947753451,0.602106588034692,-4.0864184621623,4.38083345845365e-05,0.00314215279807588,"7091.BGIBMGA008063-TA",0,1148,"COG0308@1|root,KOG1046@2759|Eukaryota,3916E@33154|Opisthokonta,3C6W3@33208|Metazoa,3DMVM@33213|Bilateria,42BGQ@6656|Arthropoda,3SX2W@50557|Insecta,44361@7088|Lepidoptera","33208|Metazoa","EO","ERAP1-like C-terminal domain","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1150","g11213.t1",371.629329058245,-3.31480432978351,0.728665797870614,-4.54914219861889,5.38650364882406e-06,0.000624399150241464,"13037.EHJ63112",1.5e-298,849,"COG0554@1|root,KOG0738@2759|Eukaryota,39YUR@33154|Opisthokonta,3BIAF@33208|Metazoa,3D46T@33213|Bilateria,41WGW@6656|Arthropoda,3SHU1@50557|Insecta,4449T@7088|Lepidoptera","33208|Metazoa","O","ATPase family associated with various cellular activities (AAA)","-","GO:0000226,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005815,GO:0005856,GO:0005874,GO:0005875,GO:0006996,GO:0007010,GO:0007017,GO:0007275,GO:0007399,GO:0008017,GO:0008092,GO:0008150,GO:0008352,GO:0009987,GO:0010720,GO:0010769,GO:0010770,GO:0010975,GO:0010976,GO:0015630,GO:0015631,GO:0016043,GO:0016322,GO:0021700,GO:0022008,GO:0022603,GO:0022604,GO:0030154,GO:0030182,GO:0031344,GO:0031346,GO:0032501,GO:0032502,GO:0032991,GO:0042551,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0048468,GO:0048469,GO:0048518,GO:0048522,GO:0048666,GO:0048699,GO:0048731,GO:0048814,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050793,GO:0050794,GO:0051013,GO:0051094,GO:0051128,GO:0051130,GO:0051239,GO:0051240,GO:0051960,GO:0051962,GO:0060284,GO:0065007,GO:0071695,GO:0071840,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0120035,GO:1900006,GO:2000026","3.6.4.3","ko:K07767","-","-","-","-","ko00000,ko01000,ko04812","-","-","-","AAA"
"1178","g1124.t1",429.270293368169,-1.62135698794074,0.392341565771334,-4.13251393528288,3.58817004921714e-05,0.0026913620578311,"13037.EHJ69100",0,1520,"KOG3538@1|root,KOG3538@2759|Eukaryota,38EJ8@33154|Opisthokonta,3BBR3@33208|Metazoa,3CS90@33213|Bilateria,41TDR@6656|Arthropoda,3SI5Y@50557|Insecta,443G9@7088|Lepidoptera","33208|Metazoa","O","It is involved in the biological process described with proteolysis","-","GO:0008150,GO:0009966,GO:0009968,GO:0010646,GO:0010648,GO:0023051,GO:0023057,GO:0042058,GO:0042059,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0065007,GO:1901184,GO:1901185","-","-","-","-","-","-","-","-","-","-","Reprolysin"
"1227","g11285.t1",873.941955659755,-2.53013990537465,0.65766259156154,-3.84717017181582,0.00011948997771629,0.0064378731655969,"7091.BGIBMGA008091-TA",4.21e-67,227,"2FAXX@1|root,2TCPS@2759|Eukaryota,3988J@33154|Opisthokonta,3CCH4@33208|Metazoa,3DTTE@33213|Bilateria,42CEC@6656|Arthropoda,3SSRY@50557|Insecta,44APQ@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1231","g11289.t1",1040.47090865879,1.02656511770564,0.326962622368168,3.13970175021934,0.00169119917952293,0.0419183623848923,"34740.HMEL016792-PA",2.79e-44,149,"COG5136@1|root,KOG3454@2759|Eukaryota,39W5M@33154|Opisthokonta,3BSPY@33208|Metazoa,3CRWZ@33213|Bilateria,41ZCW@6656|Arthropoda,3SKWK@50557|Insecta,444YK@7088|Lepidoptera","33208|Metazoa","A","Component of the U1 snRNP, which is essential for recognition of the pre-mRNA 5' splice-site and the subsequent assembly of the spliceosome. U1-C is directly involved in initial 5' splice-site recognition for both constitutive and regulated alternative splicing. The interaction with the 5' splice-site seems to precede base-pairing between the pre-mRNA and the U1 snRNA","-","GO:0000243,GO:0000245,GO:0000375,GO:0000377,GO:0000381,GO:0000395,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0005685,GO:0006139,GO:0006376,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0010468,GO:0016043,GO:0016070,GO:0016071,GO:0019219,GO:0019222,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0030627,GO:0031323,GO:0032991,GO:0034622,GO:0034641,GO:0036002,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043484,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0048024,GO:0050684,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065003,GO:0065007,GO:0071010,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1903311,GO:1990904","-","ko:K11095","ko03040,map03040","M00351","-","-","ko00000,ko00001,ko00002,ko03041","-","-","-","zf-U1"
"1232","g1129.t1",1987.27248667312,1.76236046926719,0.565964096521312,3.11390860321265,0.0018462667149476,0.044699908904512,"34740.HMEL008382-PA",1.41e-120,350,"COG0457@1|root,KOG0548@2759|Eukaryota,3A0UT@33154|Opisthokonta,3BPNM@33208|Metazoa,3D6ND@33213|Bilateria,41YYK@6656|Arthropoda,3SMMN@50557|Insecta,447AA@7088|Lepidoptera","33208|Metazoa","O","TPR repeat","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1314","g11363.t1",232.990016431028,-2.63825337464717,0.736769152462742,-3.58084125241738,0.000342489705198673,0.013937630698085,"7091.BGIBMGA002419-TA",0,1889,"KOG2041@1|root,KOG2503@2759|Eukaryota,397W7@33154|Opisthokonta,3BFV6@33208|Metazoa,3CYK4@33213|Bilateria,41UHA@6656|Arthropoda,3SJRS@50557|Insecta,443BT@7088|Lepidoptera","33208|Metazoa","S","Tub family","-","GO:0003674,GO:0005488,GO:0005543,GO:0005575,GO:0005623,GO:0005929,GO:0006810,GO:0006906,GO:0006996,GO:0007154,GO:0007267,GO:0008104,GO:0008150,GO:0008289,GO:0009987,GO:0016043,GO:0016050,GO:0016192,GO:0022607,GO:0023052,GO:0033036,GO:0033365,GO:0034613,GO:0034622,GO:0035091,GO:0035493,GO:0042995,GO:0043167,GO:0043168,GO:0043226,GO:0043933,GO:0044085,GO:0044464,GO:0048284,GO:0051179,GO:0051234,GO:0051641,GO:0061024,GO:0061025,GO:0061512,GO:0065003,GO:0070727,GO:0071840,GO:0090174,GO:0099536,GO:0120025","-","-","-","-","-","-","-","-","-","-","Tub"
"1330","g11380.t1",13.072318870561,5.23460927773196,1.46380790367927,3.57602200710544,0.000348862296773001,0.0140475218167262,"13037.EHJ78019",7.18e-27,100,"KOG1887@1|root,KOG1887@2759|Eukaryota,398A9@33154|Opisthokonta,3CCIJ@33208|Metazoa,3DTUV@33213|Bilateria,42BAP@6656|Arthropoda,3SUA4@50557|Insecta,44AUP@7088|Lepidoptera","33208|Metazoa","O","protein deubiquitination","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1372","g11418.t1",14.3207783178007,7.23174133198827,1.8349363286116,3.94114020155683,8.10952069604435e-05,0.00505787279933723,"7091.BGIBMGA002457-TA",2.03e-280,775,"COG1012@1|root,KOG2450@2759|Eukaryota,38CDB@33154|Opisthokonta,3BCJG@33208|Metazoa,3CU6J@33213|Bilateria,41WX8@6656|Arthropoda,3SKJT@50557|Insecta,448YH@7088|Lepidoptera","33208|Metazoa","C","Aldehyde dehydrogenase family","-","GO:0003674,GO:0003824,GO:0004029,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006090,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0031974,GO:0032787,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0055114,GO:0070013,GO:0071704","1.2.1.3","ko:K00128","ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130","M00135","R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146","RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500","ko00000,ko00001,ko00002,ko01000","-","-","-","Aldedh"
"1460","g11505.t1",102.468958970077,-1.7055884920881,0.519860067314926,-3.28086075335129,0.00103490823244068,0.0298407207926866,"7091.BGIBMGA012509-TA",1.78e-219,621,"COG3119@1|root,KOG3867@2759|Eukaryota,39Y9H@33154|Opisthokonta,3BNEQ@33208|Metazoa,3CX19@33213|Bilateria,41X1M@6656|Arthropoda,3SIR2@50557|Insecta","33208|Metazoa","P","Sulfatase","-","-","-","-","-","-","-","-","-","-","-","-","Sulfatase"
"1484","g11526.t1",968.218968408041,-6.70857837089864,1.70061629957114,-3.94479246881875,7.98691192295046e-05,0.00500888887331317,"13037.EHJ76228",4.89e-117,350,"2CI24@1|root,2SA6P@2759|Eukaryota,3A8P9@33154|Opisthokonta,3BUAK@33208|Metazoa,3DBHF@33213|Bilateria,4211T@6656|Arthropoda,3SPK8@50557|Insecta","33208|Metazoa","S","Protein of unknown function (DUF1676)","-","GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944","-","-","-","-","-","-","-","-","-","-","-"
"1487","g11529.t1",22.2449010812116,-7.40341078434209,1.72364172608515,-4.29521441277544,1.74524576340356e-05,0.00152888857868849,"13037.EHJ75172",2.32e-209,584,"KOG3510@1|root,KOG3510@2759|Eukaryota,39RYB@33154|Opisthokonta,3BEBW@33208|Metazoa,3D12F@33213|Bilateria,41XU9@6656|Arthropoda,3SG3P@50557|Insecta,449MD@7088|Lepidoptera","33208|Metazoa","T","Immunoglobulin C-2 Type","-","GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005911,GO:0005918,GO:0007043,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0019991,GO:0022607,GO:0030054,GO:0031224,GO:0031226,GO:0034329,GO:0034330,GO:0043296,GO:0043297,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0045216,GO:0050808,GO:0070160,GO:0071840,GO:0071944","-","-","-","-","-","-","-","-","-","-","Ig_3"
"1519","g11556.t2",3.75544470124775,5.30222127082364,1.6651309236316,3.18426689191482,0.00145121142309482,0.0374249489695195,"7091.BGIBMGA002508-TA",0,934,"COG0469@1|root,KOG2323@2759|Eukaryota,38BPM@33154|Opisthokonta,3BD41@33208|Metazoa,3CV2P@33213|Bilateria,41WFI@6656|Arthropoda,3SHK3@50557|Insecta,4444M@7088|Lepidoptera","33208|Metazoa","G","Pyruvate kinase, alpha/beta domain","-","GO:0000768,GO:0003674,GO:0003824,GO:0004743,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0006949,GO:0007520,GO:0007525,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009653,GO:0009743,GO:0009744,GO:0009987,GO:0010033,GO:0014902,GO:0016020,GO:0016052,GO:0016053,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030154,GO:0032502,GO:0032787,GO:0032991,GO:0033500,GO:0034285,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035770,GO:0036464,GO:0042221,GO:0042592,GO:0042593,GO:0042692,GO:0042866,GO:0043186,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045495,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0048646,GO:0048856,GO:0048869,GO:0048878,GO:0050896,GO:0051146,GO:0051186,GO:0051188,GO:0055086,GO:0060293,GO:0061061,GO:0065007,GO:0065008,GO:0071704,GO:0071944,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901700,GO:1990904","2.7.1.40","ko:K00873","ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230","M00001,M00002,M00049,M00050","R00200,R00430,R01138,R01858,R02320","RC00002,RC00015","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147","-","-","-","PK,PK_C"
"1562","g11605.t1",2655.43045817917,-2.78080357271246,0.687811200659068,-4.04297512173089,5.27772224315171e-05,0.0036931183208786,"7091.BGIBMGA010010-TA",1.36e-75,227,"2CM03@1|root,2SC5Y@2759|Eukaryota,3AS9H@33154|Opisthokonta,3BVZZ@33208|Metazoa,3DCRJ@33213|Bilateria,423C3@6656|Arthropoda,3SPYE@50557|Insecta,446PB@7088|Lepidoptera","33208|Metazoa","S","Insect pheromone/odorant binding protein domains.","-","GO:0003008,GO:0003674,GO:0005488,GO:0005549,GO:0005575,GO:0005576,GO:0005615,GO:0007600,GO:0007606,GO:0007608,GO:0007610,GO:0007635,GO:0008150,GO:0010033,GO:0019236,GO:0032501,GO:0042048,GO:0042221,GO:0044421,GO:0050877,GO:0050896","-","-","-","-","-","-","-","-","-","-","PBP_GOBP"
"1590","g11631.t1",66.6741174895374,-4.14925201553667,1.14911152338183,-3.61083491994358,0.000305212889908935,0.0129248085778411,"34740.HMEL015008-PA",1.07e-128,367,"28KSR@1|root,2QT8V@2759|Eukaryota,39WI2@33154|Opisthokonta,3BHFY@33208|Metazoa,3CX1M@33213|Bilateria,41V96@6656|Arthropoda,3SI7D@50557|Insecta,44511@7088|Lepidoptera","33208|Metazoa","O","Low-density lipoprotein receptor domain class A","-","-","-","-","-","-","-","-","-","-","-","-","Ldl_recept_a"
"1613","g11654.t1",803.27179024316,-2.56932902996484,0.683527472431949,-3.75892576903064,0.000170644452628211,0.00847755730892359,"7091.BGIBMGA010027-TA",0,1556,"COG0666@1|root,KOG0510@2759|Eukaryota,39XIT@33154|Opisthokonta,3BHAF@33208|Metazoa,3D53P@33213|Bilateria,41XYF@6656|Arthropoda,3SHW2@50557|Insecta,445TI@7088|Lepidoptera","33208|Metazoa","S","Ion transport protein","-","GO:0001101,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0007600,GO:0007605,GO:0008150,GO:0008324,GO:0009270,GO:0009415,GO:0009628,GO:0010035,GO:0015075,GO:0015085,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0032501,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0042221,GO:0044425,GO:0046873,GO:0050877,GO:0050896,GO:0050954,GO:0051179,GO:0051234,GO:0055085,GO:0070588,GO:0070838,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901700,GO:1902495,GO:1990351","-","-","-","-","-","-","-","-","-","-","Ank,Ank_2,Ion_trans"
"1618","g11660.t1",8800.68082778474,-1.14634292474295,0.326915479617086,-3.50654219887556,0.000453969447519063,0.0171939055436593,"34740.HMEL005275-PA",1.63e-194,555,"KOG2823@1|root,KOG2823@2759|Eukaryota,39TJW@33154|Opisthokonta,3BJHT@33208|Metazoa,3CSP1@33213|Bilateria,41UKR@6656|Arthropoda,3SK6X@50557|Insecta,442JF@7088|Lepidoptera","33208|Metazoa","S","Nop53 (60S ribosomal biogenesis)","-","GO:0000027,GO:0000054,GO:0000055,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0006403,GO:0006405,GO:0006611,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0008104,GO:0008150,GO:0009987,GO:0015031,GO:0015833,GO:0015931,GO:0016043,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0031503,GO:0031974,GO:0031981,GO:0033036,GO:0033750,GO:0034613,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0042886,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0050657,GO:0050658,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0065003,GO:0070013,GO:0070727,GO:0070925,GO:0071166,GO:0071426,GO:0071428,GO:0071702,GO:0071705,GO:0071826,GO:0071840,GO:0097159,GO:1901363","-","ko:K14840","ko05168,map05168","-","-","-","ko00000,ko00001,ko03009","-","-","-","Nop53"
"1639","g11682.t1",1894.06983621438,-1.83213493948198,0.561533345889515,-3.2627357803297,0.00110342342582119,0.0310364883204018,"13037.EHJ75209",1.53e-165,474,"KOG3656@1|root,KOG3656@2759|Eukaryota,38FUQ@33154|Opisthokonta,3BHKU@33208|Metazoa,3CZ46@33213|Bilateria,41YVH@6656|Arthropoda,3SM5K@50557|Insecta,447NQ@7088|Lepidoptera","33208|Metazoa","T","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","-","GO:0003674,GO:0004888,GO:0004930,GO:0005575,GO:0007154,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007","-","-","-","-","-","-","-","-","-","-","7tm_1"
"1676","g11729.t1",7965.39296106928,2.11016884344877,0.507499406679492,4.15797302553585,3.21083926393055e-05,0.00248970212113966,"13037.EHJ63607",3.52e-266,744,"2CMHW@1|root,2QQDD@2759|Eukaryota,38HAZ@33154|Opisthokonta,3BCWR@33208|Metazoa,3CXQD@33213|Bilateria,42107@6656|Arthropoda,3SWYC@50557|Insecta,442IY@7088|Lepidoptera","33208|Metazoa","S","Sperm tail","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1712","g11761.t1",438.830777055761,3.1093210674848,0.995014271698276,3.12490097471452,0.00177864925076828,0.0435219164217841,"34740.HMEL011931-PA",1.56e-284,788,"KOG3561@1|root,KOG3561@2759|Eukaryota,39VXK@33154|Opisthokonta,3BIRQ@33208|Metazoa,3D45B@33213|Bilateria,41TID@6656|Arthropoda,3SIYF@50557|Insecta,445PQ@7088|Lepidoptera","33208|Metazoa","K","Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)","-","GO:0000981,GO:0003674,GO:0003700,GO:0004879,GO:0004880,GO:0005488,GO:0005500,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007154,GO:0007165,GO:0008134,GO:0008150,GO:0008289,GO:0009719,GO:0009725,GO:0009755,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010941,GO:0019219,GO:0019222,GO:0019840,GO:0023052,GO:0030522,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032870,GO:0035626,GO:0038023,GO:0042221,GO:0042562,GO:0042802,GO:0042803,GO:0043067,GO:0043069,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046982,GO:0046983,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060089,GO:0060255,GO:0060548,GO:0065007,GO:0070887,GO:0071310,GO:0071495,GO:0080090,GO:0098531,GO:0140110,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141","-","-","-","-","-","-","-","-","-","-","HLH,PAS_11"
"1715","g11764.t1",1733.71164234199,0.557734569877783,0.180796896098352,3.08486805865506,0.00203642470307052,0.0474036711814144,"13037.EHJ64185",1.14e-92,276,"COG5491@1|root,KOG3231@2759|Eukaryota,39VM7@33154|Opisthokonta,3BDR0@33208|Metazoa,3D427@33213|Bilateria,41Z0E@6656|Arthropoda,3SKZ2@50557|Insecta,447UW@7088|Lepidoptera","33208|Metazoa","U","Snf7","-","GO:0000815,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0006810,GO:0008150,GO:0010008,GO:0012505,GO:0016020,GO:0016192,GO:0016197,GO:0031090,GO:0031410,GO:0031982,GO:0032991,GO:0036452,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0097708,GO:0098588,GO:0098796,GO:0098805","-","ko:K12192","ko04144,ko04217,map04144,map04217","M00412","-","-","ko00000,ko00001,ko00002,ko04131,ko04147","-","-","-","Snf7"
